player,position,team,age,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches,season,shots,shots_on_target,shots_on_target_pct,shots_per90,shots_on_target_per90,goals_per_shot,goals_per_shot_on_target,average_shot_distance,shots_free_kicks,npxg_per_shot,xg_net,npxg_net,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,passes_live,passes_dead,passes_free_kicks,through_balls,passes_switches,crosses,throw_ins,corner_kicks,corner_kicks_in,corner_kicks_out,corner_kicks_straight,passes_offsides,passes_blocked,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense,tackles,tackles_won,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenge_tackles,challenges,challenge_tackles_pct,challenges_lost,blocks,blocked_shots,blocked_passes,interceptions,tackles_interceptions,clearances,errors,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,minutes_per_game,minutes_pct,minutes_per_start,games_complete,games_subs,minutes_per_sub,unused_subs,points_per_game,on_goals_for,on_goals_against,plus_minus,plus_minus_per90,plus_minus_wowy,on_xg_for,on_xg_against,xg_plus_minus,xg_plus_minus_per90,xg_plus_minus_wowy,cards_yellow_red,fouls,fouled,offsides,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct,gameweek
Tyrick Mitchell,DF,Crystal Palace,23.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,66,85,77.6,1019,429,32,36,88.9,29,33,87.9,3,8,37.5,0.0,0.0,0,2,1,0,65,19,1,0,0,0,18,0,0,0,0,1,4,1,1.0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,1,1,0,0,1,0.0,1,1,0,1,0,2,4,0,93,2,34,44,18,1,93,1,1,100.0,0,0.0,57,218,115,0,0,1,0,55,90,100.0,90.0,1,0,,0,3.0,1,0,1,1.0,,1.9,0.5,1.4,1.37,,0,0,2,0,0,0,0,11,1,1,50.0,1
Kaoru Mitoma,FW,Brighton,26.0,1.0,1,90,1.0,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,7,5,20,0.0,1.0,1.0,0.0,1.0,0.02,0.55,0.57,0.02,0.57,Matches,2023.0,1,0,0.0,1.0,0.0,0.0,,20.3,0,0.02,0.0,0.0,42,48,87.5,502,126,33,35,94.3,7,8,87.5,0,2,0.0,0.6,0.4,5,3,2,1,47,0,0,0,0,4,0,0,0,0,0,1,0,8,8.0,8,0,0,0,0,0,2,2.0,2,0,0,0,0,0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,55,0,1,20,34,10,55,3,1,33.3,1,33.3,46,276,173,3,3,2,0,48,90,100.0,90.0,1,0,,0,3.0,4,1,3,3.0,,4.0,1.5,2.5,2.54,,0,1,3,0,0,0,0,4,1,0,100.0,1
Aleksandar Mitrovic,FW,Fulham,28.0,1.0,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,Matches,2023.0,2,1,50.0,5.45,2.73,0.0,0.0,11.0,0,0.08,-0.2,-0.2,4,8,50.0,78,24,1,3,33.3,2,4,50.0,1,1,100.0,0.0,0.0,0,1,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,5.45,1,0,1,0,0,0,1,2.73,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,12,0,1,6,6,4,12,3,3,100.0,0,0.0,5,29,15,0,0,0,0,8,33,36.7,,0,1,33.0,0,3.0,1,0,1,2.73,2.73,1.2,0.6,0.7,1.79,4.75,0,0,0,0,0,0,0,1,2,1,66.7,1
Kieffer Moore,MF,Bournemouth,31.0,1.0,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.15,0.15,Matches,2023.0,1,0,0.0,3.75,0.0,0.0,,13.0,0,0.04,0.0,0.0,6,8,75.0,39,11,5,5,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,8,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,10,0,0,2,8,2,10,0,0,,0,,8,25,5,0,0,1,0,10,24,26.7,,0,1,24.0,0,1.0,1,0,1,3.75,5.11,1.0,0.2,0.8,3.04,3.79,0,1,0,0,0,0,0,0,1,2,33.3,1
Carlton Morris,FW,Luton Town,27.0,1.0,1,90,1.0,1,0,1,0,1,1,0,0,1.1,0.3,0.0,0.3,2,5,5,1.0,0.0,1.0,0.0,0.0,1.06,0.0,1.06,0.27,0.27,Matches,2023.0,3,1,33.3,3.0,1.0,0.0,0.0,13.5,0,0.09,-0.1,-0.3,20,33,60.6,358,83,9,15,60.0,9,13,69.2,2,3,66.7,0.1,0.0,0,3,0,0,31,2,0,0,0,1,1,0,0,0,0,0,0,4,4.0,3,0,0,1,0,0,1,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,41,3,3,19,20,7,40,1,1,100.0,0,0.0,19,156,73,2,1,0,1,31,90,100.0,90.0,1,0,,0,0.0,1,4,-3,-3.0,,1.5,4.0,-2.5,-2.54,,0,0,0,2,0,0,0,3,10,4,71.4,1
Mason Mount,MF,Manchester Utd,24.0,1.0,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,17,23,73.9,265,72,7,10,70.0,4,6,66.7,3,4,75.0,0.0,0.0,0,0,0,0,20,3,0,0,1,2,0,3,0,2,0,0,0,1,1.34,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,1,1,0,0,29,1,5,12,13,1,29,0,0,,0,,17,56,30,1,1,2,0,18,67,74.4,67.0,0,0,,0,3.0,0,0,0,0.0,-3.91,0.9,1.1,-0.3,-0.36,-1.34,0,1,2,0,0,0,0,7,0,2,0.0,1
Mykhailo Mudryk,"MF,FW",Chelsea,22.0,1.0,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,5,8,62.5,38,10,4,6,66.7,0,0,,0,0,,0.0,0.0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,9,0,0,1,8,1,9,2,2,100.0,0,0.0,7,57,28,0,1,1,0,8,10,11.1,,0,1,10.0,0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.33,-0.47,0,0,0,0,0,0,0,1,0,0,,1
Jacob Murphy,FW,Newcastle Utd,28.0,1.0,0,5,0.1,0,1,1,0,0,0,0,0,0.0,0.0,0.6,0.6,1,3,0,0.0,18.0,18.0,0.0,18.0,0.0,10.18,10.18,0.0,10.18,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,5,5,100.0,105,72,1,1,100.0,4,4,100.0,0,0,,0.3,0.4,2,3,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,3,54.0,2,0,1,0,0,0,2,36.0,1,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,0,4,4,2,1,8,2,2,100.0,0,0.0,5,79,37,0,0,1,0,3,5,5.6,,0,1,5.0,0,3.0,1,0,1,18.0,14.82,0.6,0.3,0.3,4.57,3.17,0,0,0,0,0,0,0,1,0,0,,1
Marvelous Nakamba,MF,Luton Town,29.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,2023.0,1,0,0.0,1.0,0.0,0.0,,27.8,0,0.01,0.0,0.0,19,21,90.5,264,54,10,11,90.9,8,8,100.0,0,1,0.0,0.0,0.0,1,1,0,0,19,2,2,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,3,2,2,1,0,2,3,66.7,1,2,1,1,0,3,0,0,32,5,15,14,3,0,32,0,0,,0,,13,107,16,1,0,1,1,11,90,100.0,90.0,1,0,,0,0.0,1,4,-3,-3.0,,1.5,4.0,-2.5,-2.54,,0,1,1,0,0,0,0,7,0,2,0.0,1
Neto,GK,Bournemouth,34.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,32,44,72.7,881,543,4,4,100.0,19,19,100.0,9,21,42.9,0.0,0.0,0,2,0,0,32,12,4,0,0,0,0,0,0,0,0,0,0,1,1.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,45,30,43,2,0,0,45,0,0,,0,,27,176,135,0,0,0,0,18,90,100.0,90.0,1,0,,0,1.0,1,1,0,0.0,,1.3,1.1,0.3,0.26,,0,0,0,0,0,0,0,2,1,0,100.0,1
Pedro Neto,"MF,FW",Wolves,23.0,1.0,1,90,1.0,0,0,0,0,0,0,1,0,0.9,0.9,0.4,1.3,7,2,7,0.0,0.0,0.0,0.0,0.0,0.88,0.42,1.3,0.88,1.3,Matches,2023.0,3,2,66.7,3.0,2.0,0.0,0.0,11.5,0,0.29,-0.9,-0.9,29,49,59.2,482,180,14,18,77.8,9,12,75.0,4,12,33.3,0.4,-0.4,4,0,3,2,41,8,2,0,0,15,0,6,5,1,0,0,3,6,6.0,2,2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,59,1,2,22,37,6,59,7,4,57.1,2,28.6,33,250,148,3,1,2,0,35,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,2.2,2.2,0.0,0.02,,0,0,1,0,0,0,0,8,0,0,,1
Eddie Nketiah,FW,Arsenal,24.0,1.0,1,72,0.8,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0,0,4,1.25,0.0,1.25,1.25,1.25,0.26,0.0,0.26,0.26,0.26,Matches,2023.0,3,1,33.3,3.75,1.25,0.33,1.0,10.5,0,0.07,0.8,0.8,16,16,100.0,203,5,12,12,100.0,4,4,100.0,0,0,,0.0,0.0,0,1,0,0,14,2,0,0,0,0,1,0,0,0,0,0,0,1,1.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,0,,0,1,0,1,0,1,0,0,26,0,0,11,15,6,26,3,0,0.0,2,66.7,14,41,9,0,0,1,1,18,72,80.0,72.0,0,0,,0,3.0,2,0,2,2.5,7.5,0.4,0.3,0.1,0.09,2.36,0,0,1,1,0,0,0,1,2,0,100.0,1
Oliver Norwood,MF,Sheffield Utd,32.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,4,1,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,2023.0,2,1,50.0,2.0,1.0,0.0,0.0,28.9,0,0.02,0.0,0.0,35,49,71.4,792,351,12,13,92.3,12,19,63.2,11,16,68.8,0.1,-0.1,2,5,0,0,41,8,3,0,0,5,0,5,0,4,0,0,0,4,4.0,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,1,0,0,0,2,0.0,2,3,1,2,1,2,1,0,57,2,11,34,12,0,57,0,0,,0,,26,81,18,0,0,1,1,32,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,0.5,1.9,-1.4,-1.37,,0,1,0,0,0,0,0,4,1,3,25.0,1
Matheus Nunes,MF,Wolves,24.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,35,45,77.8,409,90,25,31,80.6,9,10,90.0,1,2,50.0,0.1,0.0,2,3,1,0,40,4,2,0,0,1,1,0,0,0,0,1,1,3,3.0,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,3,1,3,0,0,2,5,40.0,3,0,0,0,5,8,1,0,65,4,20,27,21,1,65,12,6,50.0,4,33.3,45,358,190,5,1,2,3,42,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,2.2,2.2,0.0,0.02,,0,0,5,2,0,0,0,5,2,0,100.0,1
Darwin Nunez,FW,Liverpool,24.0,1.0,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,4,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2023.0,2,0,0.0,7.2,0.0,0.0,,26.5,0,0.02,0.0,0.0,5,6,83.3,53,14,3,3,100.0,1,1,100.0,0,0,,0.0,0.0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3.6,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,13,0,0,1,12,2,13,3,2,66.7,1,33.3,9,40,20,0,0,1,1,9,25,27.8,,0,1,25.0,0,1.0,0,0,0,0.0,0.0,0.0,0.2,-0.2,-0.75,-0.92,0,0,0,0,0,0,0,0,0,0,,1
Christian Norgaard,MF,Brentford,29.0,1.0,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,19,22,86.4,330,143,10,10,100.0,7,7,100.0,2,3,66.7,0.0,0.0,0,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,1,2,2.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,2,0,38,2,15,14,9,3,38,1,0,0.0,1,100.0,16,46,3,0,0,1,0,17,71,78.9,71.0,0,0,,0,1.0,2,2,0,0.0,0.0,1.8,1.1,0.7,0.94,0.02,0,0,0,0,0,0,0,7,1,1,50.0,1
Dara O'Shea,DF,Burnley,24.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,42,56,75.0,857,307,12,17,70.6,24,25,96.0,6,12,50.0,0.0,0.0,0,2,0,0,54,2,2,0,1,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,2,0,1,1,1,0,62,15,43,18,1,0,62,0,0,,0,,27,130,34,0,0,1,0,42,90,100.0,90.0,1,0,,0,0.0,0,3,-3,-3.0,,0.3,1.9,-1.6,-1.62,,0,0,1,0,0,0,0,6,2,2,50.0,1
Chiedozie Ogbene,DF,Luton Town,26.0,1.0,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,3,3,100.0,64,25,1,1,100.0,1,1,100.0,1,1,100.0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,5,2,3,0,2,2,5,1,0,0.0,0,0.0,2,5,0,0,0,1,0,0,15,16.7,,0,1,15.0,0,0.0,1,2,-1,-6.0,-3.6,1.0,1.7,-0.7,-4.0,-1.76,0,0,1,0,0,0,0,2,0,0,,1
Amadou Onana,MF,Everton,22.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.1,0.1,1.1,1.2,2,4,6,0.0,0.0,0.0,0.0,0.0,0.05,1.14,1.19,0.05,1.19,Matches,2023.0,1,1,100.0,1.0,1.0,0.0,0.0,18.7,0,0.05,-0.1,-0.1,27,32,84.4,467,164,16,17,94.1,4,6,66.7,5,5,100.0,0.4,-1.1,3,4,1,0,31,0,0,1,1,0,0,0,0,0,0,1,1,5,5.0,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,38,2,4,20,14,1,38,0,0,,0,,25,92,42,0,1,1,0,29,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,2.7,1.5,1.2,1.22,,0,3,2,0,0,0,0,4,1,2,33.3,1
Andre Onana,GK,Manchester Utd,27.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,31,43,72.1,741,388,6,6,100.0,19,20,95.0,6,17,35.3,0.0,0.0,0,1,0,0,34,9,3,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,47,38,47,0,0,0,47,0,0,,0,,30,168,133,0,0,0,0,23,90,100.0,90.0,1,0,,0,3.0,1,0,1,1.0,,2.2,2.2,0.0,-0.02,,0,0,1,0,0,0,0,1,1,1,50.0,1
Ben Osborn,FW,Sheffield Utd,29.0,1.0,1,86,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.13,0.13,Matches,2023.0,1,0,0.0,1.05,0.0,0.0,,12.9,0,0.12,-0.1,-0.1,11,22,50.0,119,49,7,11,63.6,2,4,50.0,0,4,0.0,0.0,0.0,0,0,0,0,19,3,1,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,0,0,1,1,1,2,50.0,1,6,0,6,0,2,3,0,41,0,10,19,13,1,41,1,0,0.0,1,100.0,11,56,5,0,0,2,0,16,86,95.6,86.0,0,0,,0,0.0,0,1,-1,-1.05,-1.05,0.5,1.9,-1.4,-1.46,-2.0,0,0,0,0,0,0,0,5,0,0,,1
William Osula,FW,Sheffield Utd,20.0,1.0,1,90,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,0,5,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.24,Matches,2023.0,2,0,0.0,2.0,0.0,0.0,,19.8,0,0.12,-0.2,-0.2,6,9,66.7,109,10,3,4,75.0,1,1,100.0,1,2,50.0,0.0,0.0,0,1,1,1,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,22,0,3,8,11,2,22,2,0,0.0,1,50.0,13,71,11,1,0,3,2,15,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,0.5,1.9,-1.4,-1.37,,0,3,3,2,0,0,0,2,1,12,7.7,1
Cole Palmer,MF,Manchester City,21.0,1.0,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,4,5,80.0,51,0,2,2,100.0,2,3,66.7,0,0,,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,4,2,0,6,0,0,,0,,6,35,4,0,0,1,0,6,11,12.2,,0,1,11.0,0,3.0,0,0,0,0.0,-3.42,0.1,0.1,0.1,0.62,-1.14,0,1,0,0,0,0,0,0,0,0,,1
Emerson Palmieri,DF,West Ham,29.0,1.0,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,26,38,68.4,419,271,15,18,83.3,7,12,58.3,3,4,75.0,0.2,-0.1,2,1,2,1,33,5,0,0,0,2,5,0,0,0,0,0,2,2,2.0,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,4,2,3,1,0,1,2,50.0,1,1,1,0,1,5,1,0,50,5,21,18,11,2,50,0,0,,0,,17,44,33,0,0,2,0,21,90,100.0,90.0,1,0,,0,1.0,1,1,0,0.0,,1.1,1.3,-0.3,-0.26,,0,2,0,0,0,0,0,3,3,0,100.0,1
Lucas Paqueta,MF,West Ham,25.0,1.0,1,89,1.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,0,6,1,0.0,0.0,0.0,0.0,0.0,0.18,0.15,0.33,0.18,0.33,Matches,2023.0,3,0,0.0,3.03,0.0,0.0,,12.1,0,0.06,-0.2,-0.2,31,40,77.5,491,183,15,16,93.8,12,13,92.3,3,8,37.5,0.2,-0.1,2,2,1,0,39,1,0,2,1,0,1,0,0,0,0,0,1,2,2.02,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,8,7,5,3,0,3,3,100.0,0,0,0,0,0,8,1,0,57,2,19,30,8,3,57,2,0,0.0,2,100.0,27,148,49,1,0,2,1,31,89,98.9,89.0,0,0,,0,1.0,1,1,0,0.0,0.0,1.1,1.3,-0.3,-0.26,-0.26,0,4,3,0,0,0,0,14,2,0,100.0,1
Thomas Partey,"DF,MF",Arsenal,30.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,100,107,93.5,1556,429,55,58,94.8,38,40,95.0,4,6,66.7,0.1,-0.1,2,16,2,0,97,10,5,0,0,0,5,0,0,0,0,0,0,6,6.0,6,0,0,0,0,0,2,2.0,2,0,0,0,0,0,2,1,1,1,0,1,3,33.3,2,1,1,0,2,4,0,0,113,2,17,74,23,1,113,1,1,100.0,0,0.0,80,377,242,6,0,0,1,83,90,100.0,90.0,1,0,,0,3.0,2,1,1,1.0,,0.8,1.2,-0.4,-0.35,,0,0,0,0,0,0,0,9,0,2,0.0,1
Nathan Patterson,DF,Everton,21.0,1.0,1,90,1.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,3,2,3,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,Matches,2023.0,3,0,0.0,3.0,0.0,0.0,,19.4,0,0.1,-0.3,-0.3,32,56,57.1,455,199,17,21,81.0,12,21,57.1,1,9,11.1,0.0,0.0,0,1,0,0,41,14,0,0,0,2,14,0,0,0,0,1,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,2,0,0,2,3,66.7,1,2,0,2,1,3,3,0,70,3,19,26,25,2,70,1,0,0.0,1,100.0,24,135,71,1,0,0,0,32,90,100.0,90.0,1,0,,0,0.0,0,1,-1,-1.0,,2.7,1.5,1.2,1.22,,0,1,0,0,0,0,0,2,1,2,33.3,1
Facundo Pellistri,MF,Manchester Utd,21.0,1.0,0,14,0.2,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,0,1,0.0,0.0,0.0,0.0,0.0,2.86,0.0,2.86,2.86,2.86,Matches,2023.0,1,0,0.0,6.43,0.0,0.0,,3.6,0,0.44,-0.4,-0.4,2,3,66.7,20,6,2,2,100.0,0,0,,0,0,,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0,7,1,3,2,3,1,7,1,0,0.0,1,100.0,3,38,5,0,0,0,0,5,14,15.6,,0,1,14.0,0,3.0,0,0,0,0.0,-1.18,0.5,0.7,-0.2,-1.36,-1.59,0,0,1,0,0,0,0,1,1,0,100.0,1
Andreas Pereira,MF,Fulham,27.0,1.0,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,6,11,54.5,79,30,4,6,66.7,0,2,0.0,1,1,100.0,0.0,0.0,0,1,0,0,10,1,0,0,0,1,0,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,16,2,2,7,7,1,16,1,0,0.0,1,100.0,9,36,6,0,0,1,0,11,33,36.7,,0,1,33.0,0,3.0,1,0,1,2.73,2.73,1.2,0.6,0.7,1.79,4.75,0,1,0,0,0,0,0,1,1,0,100.0,1
Ivan Perisic,FW,Tottenham,34.0,1.0,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.49,0.0,0.49,Matches,2023.0,0,0,,0.0,0.0,,,,0,,0.0,0.0,11,16,68.8,172,97,5,7,71.4,5,8,62.5,1,1,100.0,0.1,-0.1,1,0,2,1,14,2,0,0,0,3,2,0,0,0,0,0,0,2,11.25,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,17,1,2,3,12,0,17,3,3,100.0,0,0.0,13,72,44,2,0,0,0,14,16,17.8,,0,1,16.0,0,1.0,0,0,0,0.0,0.0,0.2,0.4,-0.2,-1.09,-0.18,0,0,0,0,0,0,0,1,0,0,,1
